Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score,Revenue,Age_Group
714213708,Blue,290,0,74,2023-04-23,Week-17,Q2,2023,3611.0,2517,2178,45,0.697,Swipe ,Fuel,239.58,0,46,F,3,Graduate,Single,NY,91750,no,yes,no,telephone,Blue-collar,23003,3,2707.58,40-50
714215058,Blue,445,0,107,2023-04-23,Week-17,Q2,2023,6848.0,0,4006,82,0.0,Swipe ,Grocery,280.42,0,53,F,3,Graduate,Married,TX,91750,no,yes,no,cellular,Blue-collar,47411,3,4731.42,50-60
714216033,Blue,140,0,142,2023-04-23,Week-17,Q2,2023,11600.0,738,3488,80,0.064,Swipe ,Grocery,802.24,0,49,F,5,Graduate,Unknown,CA,91750,no,yes,no,cellular,Govt,37908,3,4430.24,40-50
714216858,Blue,225,1,106,2023-04-23,Week-17,Q2,2023,1507.0,0,4679,85,0.0,Swipe ,Food,889.01,0,49,M,3,Unknown,Married,NY,91750,yes,no,no,cellular,White-collar,73922,3,5793.01,40-50
714217908,Blue,270,0,106,2023-04-23,Week-17,Q2,2023,2406.0,1560,1173,32,0.648,Swipe ,Travel,129.03,0,33,F,0,Unknown,Single,FL,91750,yes,yes,no,cellular,Selfemployeed,8250,3,1572.03,30-40
714222183,Blue,125,0,80,2023-04-23,Week-17,Q2,2023,2132.0,1084,4874,78,0.508,Swipe ,Entertainment,779.84,0,53,M,3,Unknown,Married,IL,91750,yes,no,no,cellular,Businessman,82561,1,5778.84,50-60
714225333,Blue,200,1,88,2023-04-23,Week-17,Q2,2023,2930.0,773,1545,21,0.264,Swipe ,Entertainment,355.35,0,51,F,2,Graduate,Single,NY,91750,yes,no,no,unknown,Selfemployeed,14975,3,2100.35,50-60
714228558,Blue,200,1,120,2023-04-23,Week-17,Q2,2023,3624.0,0,4749,82,0.0,Chip ,Grocery,1044.78,0,49,M,2,Graduate,Single,CA,91750,no,no,no,cellular,White-collar,76624,3,5993.78,40-50
714230808,Blue,225,0,75,2023-04-23,Week-17,Q2,2023,2466.0,1750,5005,76,0.71,Swipe ,Food,1251.25,0,41,M,3,High School,Married,CT,91750,yes,yes,no,cellular,Govt,89709,3,6481.25,40-50
714234858,Blue,245,0,89,2023-04-23,Week-17,Q2,2023,3666.0,1739,4735,84,0.474,Online ,Bills,473.5,0,41,M,2,Graduate,Unknown,VA,91750,yes,yes,no,cellular,Govt,76147,1,5453.5,40-50
714237033,Blue,250,0,120,2023-04-23,Week-17,Q2,2023,5557.0,2246,2299,39,0.404,Swipe ,Food,528.77,0,39,F,2,Post-Graduate,Single,TX,91750,yes,yes,no,cellular,White-collar,25090,1,3077.77,30-40
714241083,Blue,175,1,90,2023-04-23,Week-17,Q2,2023,5455.0,2091,4349,58,0.383,Swipe ,Fuel,391.41,0,43,F,3,Unknown,Married,CA,91750,no,no,yes,cellular,Blue-collar,58709,3,4915.41,40-50
714243408,Blue,405,0,67,2023-04-23,Week-17,Q2,2023,2042.0,1359,4917,73,0.666,Swipe ,Bills,1130.91,0,51,M,4,Uneducated,Single,NY,91750,no,yes,no,cellular,Retirees,85296,3,6452.91,50-60
714244383,Blue,475,0,94,2023-04-23,Week-17,Q2,2023,33406.0,1692,1529,30,0.051,Swipe ,Entertainment,305.8,0,36,F,3,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,14975,3,2309.8,30-40
714245358,Blue,250,0,87,2023-04-23,Week-17,Q2,2023,2182.0,1566,3935,77,0.718,Swipe ,Bills,826.35,0,49,F,3,High School,Married,NY,91750,yes,yes,no,cellular,Blue-collar,45551,1,5011.35,40-50
714246333,Blue,140,1,113,2023-04-23,Week-17,Q2,2023,5396.0,1803,2107,39,0.334,Chip ,Entertainment,210.7,0,38,F,3,Graduate,Married,NY,91750,yes,no,no,cellular,Govt,21580,3,2457.7,30-40
714247458,Blue,415,1,82,2023-04-23,Week-17,Q2,2023,8037.0,2276,3271,71,0.283,Swipe ,Fuel,392.52,0,51,F,2,High School,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,35825,3,4078.52,50-60
714248733,Blue,450,1,108,2023-04-23,Week-17,Q2,2023,4395.0,1240,2272,46,0.282,Swipe ,Fuel,568.0,0,50,F,3,Unknown,Married,NY,91750,no,no,no,cellular,White-collar,24591,3,3290.0,40-50
714250908,Blue,410,0,116,2023-04-23,Week-17,Q2,2023,2927.0,2517,2231,60,0.86,Swipe ,Bills,557.75,0,48,F,5,High School,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,23908,2,3198.75,40-50
714252933,Blue,325,1,75,2023-04-23,Week-17,Q2,2023,1438.3,0,4737,80,0.0,Swipe ,Bills,710.55,0,51,M,4,Graduate,Married,TX,91750,yes,no,no,cellular,Selfemployeed,76189,3,5772.55,50-60
714253983,Blue,200,0,128,2023-04-23,Week-17,Q2,2023,9465.0,0,3675,59,0.0,Chip ,Fuel,477.75,0,47,F,2,Post-Graduate,Single,NY,91750,no,yes,no,cellular,Govt,40200,1,4352.75,40-50
714256758,Blue,355,1,147,2023-04-23,Week-17,Q2,2023,8074.0,0,4347,66,0.0,Swipe ,Bills,347.76,0,42,M,5,Post-Graduate,Unknown,TX,91750,yes,no,no,cellular,Businessman,58565,1,5049.76,40-50
714257958,Blue,280,0,112,2023-04-23,Week-17,Q2,2023,1738.0,0,4220,68,0.0,Chip ,Entertainment,464.2,0,40,F,2,High School,Single,CA,91750,yes,no,no,cellular,Businessman,54011,1,4964.2,30-40
714259533,Blue,290,1,92,2023-04-23,Week-17,Q2,2023,4092.0,622,5001,88,0.152,Chip ,Travel,1300.26,0,55,M,5,Post-Graduate,Single,NY,91750,yes,no,no,cellular,Blue-collar,89566,3,6591.26,50-60
714262533,Blue,125,0,112,2023-04-23,Week-17,Q2,2023,3524.0,1306,4252,78,0.371,Chip ,Bills,765.36,0,26,F,0,Unknown,Single,NJ,91750,yes,no,no,cellular,Retirees,55260,2,5142.36,<30
714264408,Blue,150,1,62,2023-04-23,Week-17,Q2,2023,1611.0,746,1413,29,0.463,Swipe ,Bills,98.91,0,39,F,2,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,13499,2,1661.91,30-40
714266883,Blue,125,1,119,2023-04-23,Week-17,Q2,2023,2440.0,503,2334,51,0.206,Swipe ,Travel,513.48,0,26,M,0,High School,Single,NY,91750,no,no,no,cellular,Selfemployeed,25799,3,2972.48,<30
714267858,Blue,200,1,107,2023-04-23,Week-17,Q2,2023,4559.0,1680,4934,76,0.369,Swipe ,Fuel,394.72,0,52,M,2,High School,Single,NJ,91750,no,no,no,cellular,Businessman,86410,2,5528.72,50-60
714272658,Blue,200,1,153,2023-04-23,Week-17,Q2,2023,2962.0,2517,929,31,0.85,Swipe ,Bills,83.61,0,44,F,3,Graduate,Married,NY,91750,no,no,yes,unknown,Selfemployeed,5225,1,1212.6100000000001,40-50
714273708,Blue,125,0,94,2023-04-23,Week-17,Q2,2023,4753.0,2472,2242,49,0.52,Swipe ,Bills,650.18,0,43,F,2,High School,Married,UT,91750,no,yes,yes,cellular,Retirees,24075,3,3017.18,40-50
714276408,Blue,195,0,109,2023-04-23,Week-17,Q2,2023,1915.0,1445,2264,39,0.755,Swipe ,Bills,203.76,0,48,F,3,High School,Single,TX,91750,yes,no,yes,cellular,White-collar,24465,1,2662.76,40-50
714277758,Blue,275,0,48,2023-04-23,Week-17,Q2,2023,11557.0,1050,4064,75,0.091,Chip ,Entertainment,1056.64,0,45,M,3,High School,Married,TX,91750,yes,no,no,cellular,Blue-collar,49194,1,5395.64,40-50
714278958,Blue,295,1,117,2023-04-23,Week-17,Q2,2023,9347.0,1988,2201,46,0.213,Swipe ,Fuel,264.12,0,46,F,3,Uneducated,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,23435,1,2760.12,40-50
714282333,Blue,415,0,75,2023-04-23,Week-17,Q2,2023,3244.0,0,7495,97,0.0,Swipe ,Bills,524.65,0,43,M,3,High School,Single,CA,91750,no,no,no,cellular,Blue-collar,104178,2,8434.65,40-50
714283458,Blue,350,0,154,2023-04-23,Week-17,Q2,2023,14544.0,0,4064,92,0.0,Chip ,Bills,1016.0,0,59,M,1,Graduate,Married,NY,91750,yes,no,no,cellular,Retirees,49224,1,5430.0,50-60
714284358,Blue,285,1,146,2023-04-23,Week-17,Q2,2023,2177.0,1329,7037,82,0.61,Swipe ,Bills,985.18,0,44,M,2,Graduate,Married,NY,91750,no,yes,no,unknown,Businessman,101609,3,8307.18,40-50
714286383,Blue,295,1,104,2023-04-23,Week-17,Q2,2023,3422.0,1039,3337,65,0.304,Swipe ,Fuel,533.92,0,39,F,1,Graduate,Married,FL,91750,yes,no,no,unknown,Retirees,36473,3,4165.92,30-40
714287583,Blue,380,1,98,2023-04-23,Week-17,Q2,2023,1438.3,0,1852,38,0.0,Online ,Bills,166.68,0,53,F,3,Unknown,Married,CA,91750,yes,yes,no,cellular,Businessman,17105,3,2398.6800000000003,50-60
714290583,Blue,380,0,42,2023-04-23,Week-17,Q2,2023,3117.0,1400,4391,85,0.449,Swipe ,Bills,1229.48,0,42,M,2,High School,Single,NY,91750,yes,no,no,cellular,Selfemployeed,60089,2,6000.48,40-50
714292533,Blue,175,1,90,2023-04-23,Week-17,Q2,2023,2544.0,0,3593,64,0.0,Chip ,Fuel,610.81,0,58,F,1,Doctorate,Married,NY,91750,yes,yes,no,unknown,Selfemployeed,39170,1,4378.8099999999995,50-60
714293358,Blue,100,1,104,2023-04-23,Week-17,Q2,2023,4166.0,989,4584,70,0.237,Online ,Fuel,1054.32,0,35,M,3,High School,Married,CA,91750,yes,yes,no,cellular,Businessman,69593,3,5738.32,30-40
714294183,Blue,465,0,40,2023-04-23,Week-17,Q2,2023,9580.0,132,5385,51,0.014,Swipe ,Fuel,1238.55,0,54,M,4,Graduate,Single,NY,91750,yes,no,no,cellular,Selfemployeed,98715,1,7088.55,50-60
714296358,Blue,245,1,90,2023-04-23,Week-17,Q2,2023,3433.0,2486,4831,78,0.724,Chip ,Grocery,1159.44,0,53,M,3,Graduate,Single,NY,91750,no,yes,no,cellular,Blue-collar,79918,3,6235.4400000000005,50-60
714303483,Gold,200,0,111,2023-04-23,Week-17,Q2,2023,3735.0,1474,15039,130,0.395,Swipe ,Grocery,4361.31,0,50,F,1,High School,Single,FL,91750,yes,no,no,cellular,Businessman,196340,2,19600.31,40-50
714304458,Blue,150,1,97,2023-04-23,Week-17,Q2,2023,3605.0,0,6800,78,0.0,Swipe ,Entertainment,748.0,0,43,M,3,Graduate,Unknown,NY,91750,no,no,yes,cellular,Selfemployeed,101342,3,7698.0,40-50
714305508,Blue,340,0,76,2023-04-23,Week-17,Q2,2023,13387.0,0,3706,81,0.0,Swipe ,Fuel,407.66,0,64,F,1,Graduate,Single,NY,91750,no,yes,no,cellular,White-collar,40775,2,4453.66,60+
714306258,Blue,200,0,100,2023-04-23,Week-17,Q2,2023,10117.0,2242,1509,44,0.222,Swipe ,Bills,301.8,0,47,F,4,Uneducated,Single,CA,91750,yes,no,no,cellular,Selfemployeed,14975,3,2010.8,40-50
714308283,Blue,470,1,98,2023-04-23,Week-17,Q2,2023,6059.0,1171,4119,70,0.193,Swipe ,Travel,576.66,0,44,F,1,High School,Married,TX,91750,yes,no,no,unknown,Businessman,50766,2,5165.66,40-50
714311583,Blue,150,0,61,2023-04-23,Week-17,Q2,2023,17023.0,1084,1610,43,0.064,Swipe ,Fuel,225.4,0,46,F,2,Graduate,Single,CA,91750,yes,no,yes,cellular,Selfemployeed,14975,3,1985.4,40-50
714312708,Blue,395,1,47,2023-04-23,Week-17,Q2,2023,6606.0,2517,4493,68,0.381,Chip ,Food,629.02,0,56,M,2,Doctorate,Married,TX,91750,yes,yes,no,cellular,White-collar,65168,3,5517.02,50-60
714313608,Blue,245,0,109,2023-04-23,Week-17,Q2,2023,4228.0,1886,4356,74,0.446,Chip ,Grocery,392.04,0,40,M,3,Graduate,Single,TX,91750,yes,yes,no,cellular,Businessman,59025,3,4993.04,30-40
714315858,Blue,100,1,81,2023-04-23,Week-17,Q2,2023,4008.0,1650,5429,71,0.412,Swipe ,Food,1085.8,0,46,M,3,Graduate,Single,CA,91750,no,no,no,cellular,Blue-collar,99294,1,6614.8,40-50
714317058,Blue,455,0,89,2023-04-23,Week-17,Q2,2023,4752.0,2437,3946,63,0.513,Swipe ,Fuel,670.82,0,65,M,1,Unknown,Single,CA,91750,no,yes,no,cellular,Businessman,45832,1,5071.82,60+
714318033,Blue,200,1,143,2023-04-23,Week-17,Q2,2023,10226.0,1638,3321,57,0.16,Online ,Bills,896.67,0,36,F,3,Uneducated,Single,TX,91750,yes,yes,yes,cellular,Blue-collar,36346,3,4417.67,30-40
714319233,Blue,465,1,102,2023-04-23,Week-17,Q2,2023,6538.0,0,2132,33,0.0,Swipe ,Entertainment,554.32,0,37,F,2,Graduate,Married,NY,91750,no,no,no,unknown,Selfemployeed,22090,2,3151.32,30-40
714320358,Blue,245,0,90,2023-04-23,Week-17,Q2,2023,2569.0,1288,4126,56,0.501,Swipe ,Food,1114.02,0,62,M,0,High School,Single,FL,91750,yes,no,no,cellular,Govt,51000,2,5485.02,60+
714321408,Blue,150,0,91,2023-04-23,Week-17,Q2,2023,2246.0,1326,1429,32,0.59,Online ,Bills,285.8,0,45,F,5,Uneducated,Single,NJ,91750,no,yes,no,cellular,Blue-collar,13846,2,1864.8,40-50
714327183,Blue,300,1,68,2023-04-23,Week-17,Q2,2023,1825.0,1389,2878,54,0.761,Swipe ,Bills,575.6,0,39,F,2,Graduate,Married,FL,91750,yes,yes,yes,cellular,White-collar,33251,3,3753.6,30-40
714332658,Blue,330,0,43,2023-04-23,Week-17,Q2,2023,5596.0,1086,3896,65,0.194,Swipe ,Entertainment,896.08,0,48,F,5,Graduate,Single,FL,91750,yes,no,no,cellular,Retirees,44727,3,5122.08,40-50
714334383,Blue,300,1,120,2023-04-23,Week-17,Q2,2023,3583.0,0,1065,28,0.0,Swipe ,Bills,63.9,0,48,F,4,High School,Married,TX,91750,yes,no,no,unknown,Selfemployeed,5525,3,1428.9,40-50
714336333,Blue,445,0,69,2023-04-23,Week-17,Q2,2023,3429.0,1268,4422,64,0.37,Chip ,Food,397.98,0,45,M,3,High School,Single,FL,91750,yes,yes,no,cellular,Govt,61647,3,5264.98,40-50
714337233,Silver,300,0,159,2023-04-23,Week-17,Q2,2023,10388.0,1961,10294,61,0.189,Chip ,Travel,2161.74,0,49,M,4,Graduate,Single,FL,91750,no,no,no,cellular,White-collar,119375,1,12755.74,40-50
714342033,Blue,200,1,51,2023-04-23,Week-17,Q2,2023,34516.0,0,4863,56,0.0,Swipe ,Bills,437.67,0,47,M,2,Uneducated,Single,TX,91750,no,no,yes,cellular,Businessman,82022,3,5500.67,40-50
714343608,Blue,275,1,92,2023-04-23,Week-17,Q2,2023,3033.0,0,4921,90,0.0,Swipe ,Grocery,738.15,0,48,M,1,Unknown,Married,FL,91750,no,yes,no,cellular,Businessman,85747,3,5934.15,40-50
714345783,Blue,415,0,75,2023-04-23,Week-17,Q2,2023,2701.0,1572,1469,36,0.582,Swipe ,Fuel,337.87,0,36,F,2,Unknown,Married,CA,91750,yes,yes,yes,unknown,Selfemployeed,14858,3,2221.87,30-40
714346608,Blue,435,1,100,2023-04-23,Week-17,Q2,2023,1495.0,0,2220,50,0.0,Chip ,Fuel,488.4,0,51,F,4,Graduate,Single,NY,91750,no,no,no,cellular,Govt,23766,3,3143.4,50-60
714347508,Blue,245,1,63,2023-04-23,Week-17,Q2,2023,7766.0,1278,2423,74,0.165,Swipe ,Entertainment,654.21,0,54,F,1,Post-Graduate,Single,TX,91750,no,no,no,cellular,Selfemployeed,27218,1,3322.21,50-60
714350658,Blue,410,1,163,2023-04-23,Week-17,Q2,2023,18889.0,1880,2979,55,0.1,Swipe ,Bills,834.12,0,51,F,4,Uneducated,Married,CA,91750,yes,no,no,cellular,Govt,34033,1,4223.12,50-60
714351558,Blue,285,0,48,2023-04-23,Week-17,Q2,2023,1829.0,0,3950,65,0.0,Chip ,Food,1106.0,0,51,M,1,Graduate,Married,CA,91750,yes,yes,no,cellular,Businessman,45963,3,5341.0,50-60
714352533,Silver,125,1,99,2023-04-23,Week-17,Q2,2023,15472.0,865,14132,103,0.056,Swipe ,Grocery,3533.0,0,34,F,2,Graduate,Single,FL,91750,no,yes,no,cellular,Businessman,152270,3,17790.0,30-40
714358008,Blue,480,1,110,2023-04-23,Week-17,Q2,2023,17054.0,0,4659,72,0.0,Swipe ,Grocery,792.03,0,42,M,1,Graduate,Married,FL,91750,yes,no,no,cellular,Selfemployeed,73068,2,5931.03,40-50
714360033,Blue,245,1,136,2023-04-23,Week-17,Q2,2023,4450.0,1444,1326,44,0.324,Swipe ,Entertainment,384.54,0,42,F,4,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,11963,1,1955.54,40-50
714361083,Blue,480,0,76,2023-04-23,Week-17,Q2,2023,5989.0,0,5843,60,0.0,Swipe ,Grocery,1519.18,0,51,M,1,Graduate,Married,NY,91750,no,yes,no,cellular,White-collar,100643,3,7842.18,50-60
714363858,Blue,470,1,129,2023-04-23,Week-17,Q2,2023,1594.0,1411,1459,35,0.885,Swipe ,Travel,320.98,0,54,F,3,High School,Married,TX,91750,no,no,no,cellular,Blue-collar,14541,3,2249.98,50-60
714365883,Blue,250,1,77,2023-04-23,Week-17,Q2,2023,7093.0,918,3877,75,0.129,Chip ,Grocery,542.78,0,48,M,2,Uneducated,Single,NY,91750,yes,yes,no,cellular,Retirees,44206,2,4669.78,40-50
714366708,Blue,175,1,142,2023-04-23,Week-17,Q2,2023,1490.0,1069,3790,85,0.717,Chip ,Grocery,379.0,0,53,F,2,Unknown,Single,NY,91750,no,no,no,cellular,Govt,42263,3,4344.0,50-60
714368883,Blue,465,1,170,2023-04-23,Week-17,Q2,2023,7596.0,1156,4338,73,0.152,Swipe ,Entertainment,824.22,0,50,M,3,Graduate,Single,FL,91750,yes,no,no,cellular,White-collar,58194,1,5627.22,40-50
714372333,Blue,175,1,133,2023-04-23,Week-17,Q2,2023,2302.0,0,2256,40,0.0,Chip ,Bills,338.4,0,44,F,5,Graduate,Single,NY,91750,no,yes,no,cellular,Blue-collar,24312,1,2769.4,40-50
714373308,Blue,125,1,146,2023-04-23,Week-17,Q2,2023,2266.0,0,3634,66,0.0,Chip ,Entertainment,218.04,0,49,F,0,Doctorate,Married,CA,91750,no,no,no,unknown,Businessman,39540,3,3977.04,40-50
714374133,Blue,100,1,134,2023-04-23,Week-17,Q2,2023,15769.0,0,602,15,0.0,Swipe ,Travel,42.14,0,45,F,2,Graduate,Single,NY,91750,no,no,no,unknown,Selfemployeed,1250,3,744.14,40-50
714377058,Blue,225,0,106,2023-04-23,Week-17,Q2,2023,1896.0,0,2186,50,0.0,Swipe ,Bills,568.36,0,35,F,0,Unknown,Married,IL,91750,no,no,no,cellular,Blue-collar,23186,3,2979.36,30-40
714382608,Blue,385,1,84,2023-04-23,Week-17,Q2,2023,2572.0,1161,4315,85,0.451,Online ,Bills,345.2,0,64,M,0,Graduate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,57527,3,5045.2,60+
714383583,Gold,150,1,72,2023-04-23,Week-17,Q2,2023,23981.0,1696,8646,97,0.071,Online ,Fuel,691.68,0,38,M,3,Uneducated,Married,TX,91750,no,no,no,cellular,Blue-collar,115781,3,9487.68,30-40
714384783,Blue,415,0,43,2023-04-23,Week-17,Q2,2023,2468.0,0,2017,37,0.0,Chip ,Fuel,161.36,0,65,F,0,Graduate,Single,NV,91750,yes,yes,no,unknown,Blue-collar,20248,3,2593.36,60+
714385983,Gold,200,0,40,2023-04-23,Week-17,Q2,2023,8224.0,1239,16319,124,0.151,Chip ,Bills,4242.94,0,55,F,3,Graduate,Single,FL,91750,no,no,yes,cellular,Businessman,232900,1,20761.94,50-60
714387108,Blue,350,1,90,2023-04-23,Week-17,Q2,2023,10458.0,0,3481,51,0.0,Swipe ,Entertainment,765.82,0,55,F,1,Graduate,Married,CA,91750,no,yes,no,cellular,Blue-collar,37836,3,4596.82,50-60
714388158,Blue,375,0,91,2023-04-23,Week-17,Q2,2023,14304.0,699,4746,73,0.049,Swipe ,Bills,1091.58,0,44,M,3,High School,Unknown,CO,91750,no,yes,no,cellular,Selfemployeed,76551,2,6212.58,40-50
714389058,Blue,330,1,119,2023-04-23,Week-17,Q2,2023,5576.0,0,4322,85,0.0,Chip ,Entertainment,994.06,0,40,M,3,Graduate,Single,TX,91750,no,no,no,cellular,Selfemployeed,57772,1,5646.0599999999995,30-40
714389883,Blue,300,1,99,2023-04-23,Week-17,Q2,2023,8063.0,1485,4275,77,0.184,Chip ,Grocery,384.75,0,40,M,2,Graduate,Married,FL,91750,no,yes,no,cellular,White-collar,56130,2,4959.75,30-40
714390858,Blue,195,0,94,2023-04-23,Week-17,Q2,2023,7645.0,931,5016,73,0.122,Swipe ,Grocery,1304.16,0,50,M,2,Post-Graduate,Married,CA,91750,no,no,yes,cellular,Selfemployeed,89992,2,6515.16,40-50
714391683,Gold,340,0,111,2023-04-23,Week-17,Q2,2023,34516.0,2517,8248,66,0.073,Swipe ,Bills,1072.24,0,47,M,3,Uneducated,Married,TX,91750,no,yes,no,unknown,Govt,112414,2,9660.24,40-50
714392808,Blue,190,0,109,2023-04-23,Week-17,Q2,2023,13933.0,1019,3504,62,0.073,Swipe ,Fuel,770.88,0,46,F,2,Unknown,Single,TX,91750,no,no,no,unknown,Blue-collar,38076,1,4464.88,40-50
714393708,Blue,370,1,85,2023-04-23,Week-17,Q2,2023,2254.0,533,4913,84,0.236,Chip ,Grocery,687.82,0,51,M,2,Graduate,Married,CA,91750,no,no,no,cellular,Businessman,85234,2,5970.82,50-60
714396558,Blue,245,0,113,2023-04-23,Week-17,Q2,2023,1511.0,0,4683,87,0.0,Chip ,Grocery,842.94,0,33,M,1,Graduate,Single,NY,91750,yes,no,yes,cellular,Govt,74073,3,5770.9400000000005,30-40
714397983,Blue,200,1,114,2023-04-23,Week-17,Q2,2023,3877.0,1495,1942,42,0.386,Swipe ,Bills,330.14,0,48,F,3,High School,Married,TX,91750,no,no,no,unknown,White-collar,18903,1,2472.14,40-50
714400308,Silver,475,1,86,2023-04-23,Week-17,Q2,2023,11060.0,1647,4545,83,0.149,Chip ,Entertainment,863.55,0,56,M,2,Graduate,Married,NJ,91750,yes,yes,no,cellular,White-collar,68075,3,5883.55,50-60
714403983,Blue,470,1,77,2023-04-23,Week-17,Q2,2023,34427.0,1613,13545,112,0.047,Swipe ,Entertainment,2031.75,0,24,M,3,Uneducated,Married,NY,91750,no,no,no,unknown,White-collar,132747,2,16046.75,<30
714405183,Blue,110,1,88,2023-04-23,Week-17,Q2,2023,1776.0,1519,4295,60,0.855,Swipe ,Grocery,773.1,0,37,F,1,Graduate,Married,FL,91750,no,yes,no,cellular,Govt,56665,1,5178.1,30-40
714406158,Blue,460,1,139,2023-04-23,Week-17,Q2,2023,7939.0,0,2269,42,0.0,Chip ,Bills,204.21,0,53,F,2,Graduate,Married,NY,91750,no,no,no,unknown,Govt,24538,3,2933.21,50-60
714407058,Blue,275,1,76,2023-04-23,Week-17,Q2,2023,30997.0,2330,3821,81,0.075,Swipe ,Grocery,229.26,0,35,F,1,Graduate,Single,CA,91750,yes,no,no,cellular,Retirees,42838,3,4325.26,30-40
714408933,Blue,175,0,117,2023-04-23,Week-17,Q2,2023,10834.0,0,2249,51,0.0,Swipe ,Grocery,292.37,1,41,F,4,Graduate,Single,CA,91750,yes,yes,no,cellular,Blue-collar,24203,1,2716.37,40-50
714411108,Blue,455,1,117,2023-04-23,Week-17,Q2,2023,3642.0,610,2790,68,0.167,Swipe ,Bills,585.9,1,51,F,1,Unknown,Married,NY,91750,no,no,no,cellular,Blue-collar,32521,3,3830.9,50-60
714412308,Blue,355,1,91,2023-04-23,Week-17,Q2,2023,7140.0,0,916,18,0.0,Swipe ,Bills,109.92,1,55,F,3,Graduate,Married,NJ,91750,no,no,no,cellular,Selfemployeed,5225,2,1380.92,50-60
714413283,Blue,175,1,68,2023-04-23,Week-17,Q2,2023,10879.0,860,4629,69,0.079,Swipe ,Food,1018.38,1,41,M,3,Graduate,Married,NY,91750,no,yes,no,cellular,Selfemployeed,71738,3,5822.38,40-50
714414483,Blue,150,0,65,2023-04-23,Week-17,Q2,2023,2945.0,2206,1503,35,0.749,Swipe ,Entertainment,420.84,1,48,F,4,High School,Married,TX,91750,no,yes,no,unknown,Selfemployeed,14975,1,2073.84,40-50
714417183,Blue,490,1,99,2023-04-23,Week-17,Q2,2023,9511.0,2220,7041,95,0.233,Swipe ,Food,704.1,1,42,M,2,Uneducated,Single,NY,91750,no,no,no,cellular,White-collar,101644,2,8235.1,40-50
714418158,Blue,385,0,94,2023-04-23,Week-17,Q2,2023,7264.0,851,3527,69,0.117,Swipe ,Entertainment,811.21,0,46,F,2,Graduate,Single,FL,91750,yes,yes,yes,cellular,Retirees,38348,2,4723.21,40-50
714418983,Blue,475,1,107,2023-04-23,Week-17,Q2,2023,1438.3,0,4509,80,0.0,Swipe ,Bills,586.17,0,38,M,3,High School,Married,NY,91750,yes,no,no,cellular,Businessman,65926,3,5570.17,30-40
714421233,Blue,480,0,165,2023-04-23,Week-17,Q2,2023,5399.0,1723,1292,34,0.319,Swipe ,Bills,374.68,0,53,F,0,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,11388,1,2146.6800000000003,50-60
714422058,Blue,300,0,76,2023-04-23,Week-17,Q2,2023,31639.0,2446,7119,86,0.077,Swipe ,Grocery,2064.51,0,53,M,2,Uneducated,Single,FL,91750,yes,no,no,cellular,Businessman,101854,1,9483.51,50-60
714424533,Blue,375,1,118,2023-04-23,Week-17,Q2,2023,1655.0,0,2156,37,0.0,Swipe ,Food,150.92,0,33,F,4,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,22639,2,2681.92,30-40
714425283,Silver,340,1,80,2023-04-23,Week-17,Q2,2023,19962.0,0,14703,119,0.0,Swipe ,Grocery,3528.72,0,44,F,4,Post-Graduate,Single,NY,91750,yes,yes,no,cellular,Businessman,180427,2,18571.72,40-50
714426783,Blue,445,1,123,2023-04-23,Week-17,Q2,2023,14041.0,2154,1467,29,0.153,Swipe ,Travel,278.73,0,49,F,3,Graduate,Single,TX,91750,yes,no,no,cellular,Blue-collar,14779,3,2190.73,40-50
714427608,Blue,175,0,80,2023-04-23,Week-17,Q2,2023,2555.0,681,4888,78,0.267,Chip ,Entertainment,1026.48,0,51,M,3,Unknown,Married,CA,91750,no,yes,no,cellular,Blue-collar,83585,1,6089.48,50-60
714429258,Blue,360,0,117,2023-04-30,Week-18,Q2,2023,11464.0,0,3660,55,0.0,Swipe ,Bills,402.6,0,65,F,0,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,39976,1,4422.6,60+
714431058,Blue,250,0,61,2023-04-30,Week-18,Q2,2023,4210.0,1597,4342,72,0.379,Chip ,Entertainment,303.94,0,45,F,3,Graduate,Married,TX,91750,no,no,no,cellular,Govt,58347,1,4895.94,40-50
714432108,Blue,405,1,98,2023-04-30,Week-18,Q2,2023,2402.0,1892,4610,76,0.788,Swipe ,Bills,599.3,0,41,M,3,Graduate,Single,FL,91750,yes,no,no,cellular,White-collar,70752,2,5614.3,40-50
